Exam_Score,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Internet_Access,Tutoring_Sessions,School_Type,Physical_Activity,Distance_from_Home,Motivation_Level
63,61,Medium,Low,8,Yes,2,Public,3,Moderate,High
72,88,High,Medium,6,Yes,2,Private,4,Moderate,High
69,79,Medium,High,7,Yes,1,Public,2,Far,Low
67,65,Medium,High,9,Yes,1,Public,4,Near,Medium
66,69,Low,High,5,Yes,3,Private,3,Near,Low
64,63,High,Medium,7,Yes,0,Private,5,Moderate,Medium
67,83,Low,Medium,9,Yes,4,Public,2,Near,Medium
69,85,Medium,Low,7,Yes,4,Public,3,Near,High
64,93,Medium,Medium,7,Yes,0,Public,2,Near,High
65,94,Medium,Low,8,No,1,Public,4,Near,High
72,85,Medium,High,7,Yes,2,Private,1,Near,Medium
66,61,Low,High,8,Yes,2,Public,2,Moderate,Medium
66,88,Medium,Low,7,Yes,2,Public,3,Near,Medium
67,77,High,High,7,Yes,1,Private,3,Moderate,Medium
69,83,Medium,Medium,8,Yes,1,Private,3,Moderate,High
73,86,Low,High,7,Yes,3,Public,3,Near,Low
69,74,Medium,High,6,Yes,3,Public,3,Near,Medium
68,97,Medium,Low,8,Yes,1,Private,4,Near,Medium
61,65,Low,Medium,7,Yes,1,Public,3,Moderate,Medium
63,87,Medium,Low,6,No,0,Public,4,Near,Medium
63,60,Medium,High,8,Yes,0,Public,2,Far,Low
68,97,Low,Medium,9,Yes,1,Public,2,Near,Medium
63,65,Medium,High,7,Yes,2,Public,3,Near,Medium
66,64,High,Medium,7,Yes,3,Private,4,Near,Medium
65,73,High,Medium,5,Yes,2,Public,4,Moderate,Medium
68,75,High,High,7,Yes,0,Public,1,Near,High
66,69,Medium,Medium,7,Yes,0,Public,4,Near,High
66,83,Low,Low,7,No,2,Public,5,Moderate,Low
70,78,High,Medium,6,Yes,2,Private,4,Near,Medium
61,61,Low,Low,8,Yes,0,Public,2,Near,Medium
61,73,Medium,Low,7,Yes,2,Private,3,Moderate,Medium
71,92,Medium,Medium,10,Yes,1,Private,4,Moderate,High
67,88,Low,Medium,7,Yes,1,Public,2,Near,Medium
70,89,High,High,4,Yes,2,Public,3,Near,Medium
69,88,High,Medium,5,Yes,2,Private,4,Moderate,Medium
65,72,High,High,8,Yes,2,Public,4,Near,Medium
61,64,High,Low,6,Yes,0,Public,2,Moderate,High
68,71,Medium,Low,6,Yes,3,Public,4,Near,Low
74,93,High,Low,5,Yes,2,Public,2,Near,Medium
67,99,Medium,Medium,6,Yes,1,Public,3,Near,Low
70,80,Medium,Medium,7,Yes,5,Public,1,Near,Low
59,60,Low,Medium,8,Yes,1,Private,2,Moderate,Low
64,66,High,High,5,Yes,0,Private,2,Near,Low
66,73,High,Medium,8,Yes,2,Public,4,Near,Medium
63,83,Low,Low,5,Yes,1,Public,3,Far,Medium
61,63,Low,Low,8,Yes,0,Public,3,Near,Low
68,98,Low,High,8,Yes,2,Public,4,Moderate,Low
65,75,Medium,Medium,6,Yes,3,Private,3,Far,Low
69,97,Medium,High,5,Yes,1,Private,4,Far,Medium
68,91,High,Low,8,Yes,2,Private,4,Moderate,Medium
69,90,Medium,Low,6,Yes,2,Public,2,Near,Low
67,84,Medium,Low,7,Yes,1,Public,2,Far,High
70,85,High,High,8,Yes,1,Public,1,Moderate,High
68,86,Medium,Medium,8,Yes,1,Public,3,Moderate,Low
67,85,Medium,Medium,6,Yes,0,Public,4,Near,Low
67,82,High,Medium,7,Yes,4,Public,3,Far,Medium
75,99,High,Medium,6,Yes,0,Public,3,Moderate,High
63,89,Low,Low,8,Yes,3,Public,4,Moderate,Low
70,91,Low,Medium,9,Yes,1,Public,5,Near,High
70,95,Medium,Low,6,Yes,2,Public,4,Near,Low
64,69,Medium,High,7,Yes,1,Public,4,Far,Medium
59,63,Medium,Low,8,Yes,0,Public,3,Near,Low
63,79,Medium,Low,7,Yes,1,Public,3,Near,High
67,81,High,Medium,8,No,2,Public,4,Moderate,Medium
68,93,Low,High,7,Yes,0,Private,2,Near,Medium
68,78,Medium,Medium,5,Yes,0,Private,3,Near,Low
97,83,Medium,Medium,7,Yes,2,Private,2,Near,Medium
66,81,Medium,Low,9,Yes,1,Public,4,Near,Medium
61,62,Medium,Low,7,Yes,3,Public,3,Near,High
70,85,High,Medium,9,Yes,2,Public,3,Near,High
65,93,Low,Low,4,Yes,1,Public,1,Near,High
64,66,Low,Medium,8,Yes,3,Public,2,Moderate,High
69,84,Medium,High,6,Yes,2,Public,4,Far,High
64,84,Medium,High,6,Yes,1,Private,2,Near,Low
61,67,Low,Low,9,Yes,2,Private,2,Near,Low
64,65,Low,Medium,7,Yes,3,Public,2,Near,Low
68,99,Medium,High,6,Yes,0,Public,3,Moderate,Medium
67,76,Medium,High,8,Yes,1,Public,3,Far,High
62,69,High,Low,4,Yes,3,Public,3,Near,Medium
66,67,Medium,Medium,9,Yes,2,Public,2,Near,Medium
72,87,Medium,High,10,Yes,1,Public,4,Moderate,High
68,84,Medium,Medium,8,Yes,4,Public,3,Moderate,High
71,86,Medium,High,8,Yes,4,Public,3,Near,Medium
65,64,Medium,Medium,7,Yes,3,Public,2,Moderate,High
68,96,Medium,Low,5,No,2,Private,3,Moderate,Low
65,76,Medium,Low,9,Yes,2,Public,5,Far,Medium
64,73,High,Low,8,Yes,1,Public,4,Near,Medium
65,78,Medium,Low,8,Yes,2,Public,4,Far,Medium
65,76,High,High,8,Yes,0,Private,4,Near,Low
73,95,High,Medium,7,Yes,3,Private,3,Moderate,High
72,97,Medium,High,6,Yes,1,Public,3,Near,Medium
64,72,Low,Medium,10,Yes,1,Private,1,Near,Medium
69,95,Medium,Medium,7,Yes,0,Public,4,Moderate,Low
69,91,Medium,Medium,6,Yes,1,Private,3,Near,High
70,97,Medium,High,9,No,0,Public,2,Near,Medium
83,70,Low,Medium,7,Yes,1,Public,3,Near,Low
68,83,High,Medium,7,Yes,3,Private,5,Near,Low
84,71,Low,High,9,Yes,1,Public,3,Near,High
75,93,Medium,Medium,8,Yes,1,Public,3,Far,High
67,60,Low,High,8,Yes,1,Public,5,Near,Medium
69,83,Medium,High,5,Yes,0,Private,4,Near,Medium
71,74,High,Medium,8,No,3,Public,4,Near,High
66,73,Medium,Low,5,Yes,1,Public,5,Near,Medium
65,86,Medium,High,6,Yes,1,Public,2,Near,High
70,94,High,Medium,7,Yes,1,Private,5,Near,Medium
66,84,High,Low,7,Yes,1,Public,4,Near,High
74,94,High,Medium,8,Yes,3,Public,4,Near,Medium
66,71,High,Medium,8,Yes,0,Private,4,Moderate,Medium
68,81,Medium,High,8,Yes,0,Public,2,Moderate,Low
68,78,Medium,High,5,Yes,2,Public,1,Near,Medium
62,60,Medium,High,10,Yes,0,Public,3,Near,Medium
71,82,Medium,High,7,Yes,2,Private,2,Moderate,Medium
63,86,Medium,Low,9,Yes,2,Public,2,Near,Medium
69,84,High,High,4,Yes,2,Public,3,Far,Medium
71,89,Medium,Medium,7,Yes,3,Public,0,Near,High
66,83,High,Low,5,Yes,1,Public,2,Near,Medium
64,63,Medium,High,6,Yes,0,Public,2,Moderate,Low
65,65,Medium,Medium,7,Yes,3,Public,2,Moderate,Low
69,84,Medium,High,6,Yes,4,Public,2,Near,Medium
66,71,Medium,Low,9,Yes,2,Private,3,Near,Medium
67,63,Medium,High,10,Yes,1,Public,4,Near,Low
65,77,Medium,Low,6,Yes,4,Public,5,Far,Medium
65,82,Low,Low,6,Yes,3,Public,2,Moderate,High
67,73,High,Medium,5,Yes,1,Private,4,Near,High
66,89,Low,Medium,9,Yes,1,Public,3,Near,Low
69,86,Medium,Medium,7,Yes,1,Public,1,Near,Low
70,90,Medium,Medium,7,Yes,1,Private,4,Near,High
68,86,High,Medium,7,Yes,3,Public,3,Moderate,Low
68,85,High,Low,6,Yes,1,Public,1,Near,Low
69,82,High,Medium,7,Yes,1,Private,3,Near,Low
68,60,Medium,Medium,7,Yes,3,Public,2,Moderate,High
70,88,Medium,Medium,8,Yes,5,Public,2,Near,Medium
67,75,High,Medium,5,Yes,2,Public,3,Near,Medium
72,98,High,High,7,No,3,Public,3,Near,Medium
69,93,High,Low,6,Yes,1,Public,4,Near,Medium
69,84,High,Medium,7,Yes,1,Private,3,Moderate,Medium
64,70,Low,Medium,8,No,3,Public,4,Moderate,Low
63,68,Low,Medium,6,Yes,2,Public,3,Near,Medium
70,74,High,High,9,Yes,3,Public,3,Near,Medium
70,79,High,Medium,4,Yes,0,Private,3,Near,Medium
66,72,High,Medium,9,Yes,1,Public,2,Near,Low
70,81,Medium,Medium,9,Yes,1,Public,4,Near,Low
66,67,Medium,High,6,Yes,0,Public,2,Near,High
68,99,Medium,Medium,6,Yes,1,Public,5,Near,Medium
61,64,Medium,Medium,5,Yes,1,Public,4,Near,Medium
72,97,Medium,Medium,8,Yes,1,Private,4,Moderate,Medium
69,97,High,Low,7,Yes,1,Public,2,Moderate,Low
63,81,Medium,Low,6,Yes,0,Public,4,Far,Low
72,89,Medium,High,5,Yes,2,Private,5,Near,Medium
65,77,Medium,Medium,10,Yes,1,Private,4,Moderate,Medium
74,85,Medium,High,6,Yes,1,Public,5,Moderate,High
62,74,Medium,Low,7,Yes,1,Public,4,Far,Low
65,72,High,Medium,7,Yes,0,Private,4,Near,Low
68,83,Low,High,6,Yes,1,Public,4,Moderate,Low
66,80,Medium,Low,6,Yes,3,Public,2,Near,Medium
71,83,High,Medium,6,Yes,3,Public,4,Moderate,Low
62,71,Medium,High,8,Yes,1,Public,2,Near,Low
65,75,Low,High,6,Yes,1,Public,2,Moderate,Low
68,63,Medium,High,9,Yes,0,Public,3,Moderate,Low
70,62,Medium,High,6,Yes,4,Public,3,Near,Medium
67,70,Low,Medium,8,Yes,1,Private,2,Near,Medium
63,63,Medium,Medium,4,Yes,2,Public,4,Near,Medium
63,64,High,High,6,Yes,0,Private,2,Near,Low
69,93,Medium,High,6,Yes,0,Public,3,Near,Medium
66,62,Low,Medium,5,Yes,3,Public,3,Near,High
70,86,Medium,Medium,7,Yes,2,Public,3,Moderate,Low
63,71,Medium,Medium,7,Yes,2,Public,3,Near,High
72,95,Low,Medium,4,Yes,0,Private,4,Moderate,Medium
65,79,High,Medium,10,Yes,1,Public,3,Moderate,Low
67,72,Medium,High,7,Yes,2,Public,4,Far,Low
63,81,Medium,Medium,7,No,1,Private,3,Moderate,Low
65,75,High,Medium,9,Yes,3,Public,5,Near,Medium
67,83,Medium,Medium,8,Yes,2,Public,1,Moderate,Medium
80,65,Medium,Low,7,Yes,0,Public,0,Near,High
68,100,Medium,Medium,4,Yes,2,Public,3,Far,Medium
63,77,Medium,Medium,8,Yes,2,Public,2,Moderate,Medium
64,74,Medium,Medium,6,Yes,1,Private,3,Moderate,Medium
73,88,Medium,Medium,9,Yes,3,Public,3,Near,Medium
66,75,Medium,Medium,6,Yes,2,Public,1,Near,Low
66,93,Medium,Medium,6,Yes,2,Public,3,Moderate,Low
66,78,High,High,5,Yes,0,Public,4,Moderate,Medium
69,89,Medium,High,5,Yes,4,Public,2,Near,Low
59,64,Medium,High,7,Yes,1,Public,4,Far,Medium
68,94,Medium,Medium,7,Yes,0,Private,1,Near,Medium
67,89,Medium,Medium,6,Yes,1,Private,3,Moderate,Medium
64,68,Medium,Medium,10,Yes,1,Public,4,Moderate,Low
65,66,Low,High,8,Yes,0,Private,4,Near,Low
68,73,Medium,Medium,7,Yes,1,Public,4,Near,Low
70,99,Medium,High,4,Yes,0,Public,3,Moderate,Low
62,70,Medium,Medium,8,Yes,2,Public,0,Near,Medium
72,78,High,Low,10,Yes,1,Private,2,Near,Medium
62,61,Medium,Low,7,Yes,1,Private,4,Moderate,Low
68,76,High,High,6,Yes,1,Public,4,Moderate,Low
69,83,High,Medium,7,Yes,3,Private,4,Near,Medium
73,98,High,Medium,5,Yes,3,Public,5,Near,Low
69,81,High,High,8,Yes,3,Private,5,Near,Low
67,93,Medium,Medium,9,Yes,1,Public,3,Moderate,Medium
65,82,Medium,Low,6,Yes,2,Private,3,Near,Low
63,62,Low,Low,6,Yes,2,Public,3,Moderate,High
66,73,High,Medium,7,Yes,2,Public,2,Moderate,Medium
66,83,Medium,Medium,6,Yes,1,Public,2,Near,Medium
70,98,Medium,High,5,Yes,0,Public,2,Near,Low
69,94,Medium,Medium,6,Yes,2,Public,3,Far,Low
70,69,Medium,High,6,Yes,1,Public,4,Near,Low
58,69,Medium,Low,9,No,2,Private,3,Moderate,Low
67,68,Medium,Medium,9,Yes,3,Private,3,Far,Medium
73,97,High,High,9,Yes,1,Public,3,Far,Low
66,94,High,Low,8,Yes,0,Public,2,Near,High
70,91,High,High,7,Yes,0,Public,3,Near,High
67,76,High,High,6,Yes,1,Private,2,Far,Medium
60,80,Low,Low,9,Yes,1,Private,3,Moderate,High
65,79,High,Medium,8,Yes,1,Public,3,Near,Low
63,70,Medium,Medium,5,Yes,0,Private,2,Near,Medium
72,80,High,High,6,Yes,1,Private,3,Near,Low
62,61,Low,Medium,5,Yes,0,Private,5,Moderate,High
70,65,Medium,Medium,4,Yes,6,Public,3,Near,Medium
70,95,High,Low,8,Yes,2,Public,1,Moderate,Medium
64,90,Medium,Medium,5,Yes,0,Public,4,Moderate,Medium
64,77,Medium,Medium,6,Yes,3,Public,4,Moderate,Low
67,81,Medium,Low,7,Yes,0,Private,5,Moderate,Medium
64,75,Medium,High,7,Yes,1,Public,1,Moderate,High
72,90,Medium,Medium,6,Yes,1,Public,4,Near,Low
66,91,Medium,Low,9,Yes,0,Private,3,Near,Medium
66,91,Medium,Medium,5,Yes,2,Public,4,Moderate,Medium
71,89,Medium,High,5,Yes,0,Public,2,Near,Medium
66,68,Low,Low,8,Yes,5,Public,5,Near,Medium
64,74,Medium,Low,6,Yes,2,Public,2,Near,High
66,79,Medium,Low,6,Yes,0,Private,2,Near,Low
62,73,Medium,Low,5,Yes,1,Public,3,Moderate,Low
70,90,Medium,Medium,8,Yes,4,Public,4,Moderate,Medium
69,73,Medium,Medium,7,Yes,3,Private,3,Near,Medium
65,66,High,Medium,7,Yes,2,Private,4,Moderate,Medium
70,76,High,Medium,6,Yes,2,Public,3,Near,High
70,99,High,High,6,No,0,Public,3,Moderate,Medium
67,69,Medium,Medium,7,Yes,1,Public,2,Near,Medium
69,84,Medium,High,8,Yes,2,Public,3,Moderate,Low
62,77,Low,Medium,9,Yes,0,Public,5,Near,Low
67,63,Medium,High,9,Yes,1,Private,4,Near,Medium
65,80,High,Medium,8,No,0,Public,6,Moderate,High
65,88,Medium,Medium,8,Yes,0,Public,4,Near,Medium
65,81,Medium,High,5,Yes,1,Public,3,Far,Medium
69,95,Medium,Low,6,No,3,Public,2,Moderate,Medium
63,72,Medium,Medium,8,Yes,4,Public,4,Near,Low
66,63,Low,High,7,Yes,3,Public,2,Moderate,Low
67,97,Medium,High,8,Yes,0,Public,2,Near,Medium
69,75,Medium,Medium,8,Yes,1,Public,3,Near,High
67,83,Medium,Medium,8,Yes,1,Public,2,Far,High
70,92,Medium,Medium,5,Yes,1,Private,4,Near,Medium
67,73,High,High,7,Yes,2,Private,2,Moderate,Medium
70,89,High,Medium,6,Yes,2,Public,4,Near,Medium
65,65,High,High,6,Yes,0,Private,3,Moderate,Medium
63,72,Medium,Low,4,No,0,Public,3,Near,Medium
64,66,Medium,Medium,7,Yes,0,Public,3,Near,Medium
69,92,High,Medium,4,Yes,1,Public,3,Far,Low
60,69,Low,Medium,8,No,1,Public,4,Near,Low
69,89,Low,Medium,9,Yes,3,Public,3,Moderate,Medium
72,98,Medium,Low,8,Yes,4,Private,2,Near,Medium
63,81,Medium,Low,7,Yes,1,Public,2,Near,Low
63,82,Low,Medium,9,Yes,0,Private,2,Moderate,High
66,78,High,Low,7,Yes,0,Public,4,Near,High
70,73,Medium,Medium,6,Yes,6,Public,5,Near,Medium
68,79,Medium,High,7,Yes,1,Public,4,Far,Medium
69,84,Medium,Medium,10,Yes,2,Private,3,Moderate,Low
72,99,Medium,Medium,5,Yes,0,Public,4,Near,High
67,98,Low,High,5,Yes,1,Private,3,Near,Low
68,94,Low,Medium,8,Yes,1,Public,4,Moderate,Low
70,96,Medium,High,7,Yes,1,Private,2,Far,Medium
68,79,High,Medium,6,Yes,5,Public,3,Far,Medium
69,86,Medium,Medium,5,Yes,2,Public,3,Moderate,High
68,96,Medium,Medium,4,Yes,1,Private,5,Near,Medium
66,76,Medium,Medium,5,Yes,0,Public,5,Far,Low
72,98,Medium,Medium,9,Yes,1,Public,4,Moderate,High
67,77,Medium,Medium,7,Yes,2,Public,3,Near,Medium
70,84,Low,High,4,No,3,Public,2,Near,Medium
73,88,High,Medium,9,Yes,1,Private,3,Near,Medium
73,98,Medium,Low,9,Yes,1,Public,6,Moderate,High
60,70,Medium,Medium,9,Yes,1,Public,2,Near,Low
67,90,Medium,High,6,Yes,2,Public,3,Near,Low
69,81,High,Medium,7,Yes,3,Private,4,Near,Medium
65,71,Medium,Low,7,Yes,1,Public,5,Near,High
70,91,Low,High,9,Yes,2,Public,4,Near,Low
68,82,High,High,6,Yes,3,Public,3,Moderate,Low
66,86,Medium,Low,6,Yes,1,Private,2,Near,Medium
65,73,Low,High,8,Yes,1,Public,4,Far,Medium
64,79,Low,Medium,9,Yes,1,Public,2,Moderate,Medium
67,85,High,High,7,Yes,1,Public,0,Far,High
65,76,High,Medium,8,Yes,3,Private,5,Moderate,Low
64,68,High,High,7,Yes,1,Private,4,Near,Medium
67,98,High,High,7,Yes,0,Public,1,Near,Medium
70,80,Medium,Low,6,Yes,2,Public,4,Near,Medium
63,89,Medium,Low,5,No,3,Private,3,Far,Low
71,76,Medium,Medium,6,Yes,1,Private,2,Near,Medium
68,74,High,Low,6,Yes,2,Private,3,Near,Low
67,76,Medium,Medium,7,Yes,0,Private,2,Moderate,Medium
67,76,High,High,9,Yes,1,Public,2,Far,Medium
68,82,Low,Medium,7,Yes,0,Public,2,Moderate,Medium
66,82,High,Medium,6,Yes,1,Public,3,Moderate,Medium
68,80,Medium,Medium,8,Yes,0,Public,4,Near,Medium
70,65,High,Medium,7,Yes,0,Public,2,Moderate,High
67,80,Low,Low,8,Yes,5,Public,3,Near,Medium
67,67,Low,Medium,6,Yes,2,Private,3,Moderate,Medium
62,65,Low,High,9,Yes,2,Public,2,Near,Low
67,97,Medium,High,9,Yes,0,Public,3,Near,Low
70,84,Medium,High,7,Yes,4,Public,4,Far,Low
72,86,High,High,8,Yes,4,Private,4,Near,Medium
70,76,Medium,Medium,9,Yes,2,Private,3,Moderate,Medium
94,96,Low,High,6,Yes,2,Public,2,Moderate,Medium
66,86,Medium,Medium,7,No,2,Public,3,Moderate,Medium
69,91,Low,Low,7,Yes,2,Public,3,Near,High
68,75,High,Medium,5,Yes,0,Private,2,Near,Low
71,98,High,Low,8,Yes,2,Public,1,Moderate,High
69,93,High,Medium,9,Yes,4,Public,4,Moderate,Medium
67,94,Medium,Medium,7,Yes,2,Public,3,Near,Low
64,67,Low,Medium,8,Yes,2,Private,2,Near,Medium
63,71,Medium,Medium,9,Yes,1,Private,5,Near,Medium
66,71,Medium,High,6,Yes,2,Private,3,Far,Medium
66,71,High,Medium,8,No,2,Public,1,Near,Low
69,94,Low,High,6,Yes,3,Public,4,Near,Medium
64,61,Low,Low,6,Yes,4,Public,4,Moderate,Low
62,63,High,Medium,8,Yes,1,Public,3,Near,Low
66,71,Medium,Medium,7,Yes,3,Public,5,Far,High
70,68,Medium,High,8,Yes,4,Private,3,Near,Medium
67,69,High,Medium,7,Yes,2,Private,4,Near,Medium
68,92,Low,Medium,8,Yes,0,Public,1,Near,Medium
67,83,High,Low,9,Yes,0,Public,3,Near,High
62,60,Medium,Medium,9,Yes,0,Public,4,Near,Medium
67,77,Low,Medium,8,Yes,1,Private,1,Near,Medium
68,76,Medium,High,8,Yes,0,Public,5,Near,Medium
64,65,Low,Medium,7,Yes,2,Private,4,Moderate,Low
64,87,Medium,Low,7,No,2,Public,4,Near,Medium
66,88,Medium,Medium,8,Yes,2,Public,3,Far,Medium
72,89,Medium,Low,7,Yes,2,Public,2,Moderate,Medium
72,89,Medium,High,8,Yes,2,Public,3,Near,Medium
66,60,Medium,High,9,Yes,2,Public,3,Near,High
72,98,Low,Medium,7,Yes,4,Private,1,Near,High
69,93,High,Medium,4,Yes,1,Public,3,Near,Low
72,96,High,High,10,Yes,2,Private,3,Near,Low
60,61,Low,Low,6,Yes,1,Public,4,Near,Medium
69,97,Medium,Medium,7,Yes,0,Public,2,Moderate,Medium
68,92,Medium,High,8,Yes,0,Public,3,Near,Medium
69,93,Low,Medium,9,Yes,3,Private,2,Near,High
62,64,Medium,Low,10,Yes,1,Public,5,Near,Low
71,90,Medium,Medium,6,Yes,2,Public,2,Moderate,Low
70,98,Medium,High,9,Yes,1,Private,2,Near,Low
68,87,Low,Low,7,Yes,2,Private,4,Moderate,Medium
68,83,High,Medium,10,Yes,1,Public,2,Near,Medium
70,98,Medium,High,9,No,1,Private,2,Far,Low
65,78,Medium,High,7,Yes,0,Private,3,Near,Medium
73,84,High,Medium,6,Yes,0,Public,3,Far,Medium
66,79,High,Medium,4,Yes,0,Public,4,Moderate,Low
71,97,Medium,Medium,8,No,2,Public,3,Near,Low
62,63,High,Medium,9,Yes,2,Public,3,Near,High
68,80,Medium,Medium,8,Yes,2,Private,3,Near,High
70,87,Medium,High,4,Yes,1,Public,4,Far,Low
68,92,Medium,Low,5,Yes,0,Public,2,Moderate,Low
71,83,High,Low,8,Yes,2,Public,2,Near,Medium
70,96,Medium,Medium,10,Yes,2,Public,4,Near,Medium
72,98,Medium,Medium,7,Yes,1,Public,3,Near,Medium
69,63,Medium,High,9,Yes,2,Public,2,Moderate,Medium
63,76,Medium,High,5,Yes,1,Public,2,Moderate,Medium
62,61,Medium,Medium,7,Yes,0,Public,2,Near,High
68,73,Medium,Medium,7,Yes,2,Private,3,Near,Medium
70,81,Low,Medium,9,Yes,2,Public,5,Near,Low
69,96,Medium,Medium,6,Yes,1,Private,4,Near,Medium
68,94,Medium,Medium,10,Yes,2,Private,2,Near,Low
65,65,High,Medium,7,Yes,2,Public,1,Near,Medium
59,64,Medium,Low,5,Yes,3,Private,2,Near,Medium
66,84,Medium,Medium,5,Yes,3,Public,3,Far,Medium
64,81,High,Medium,6,Yes,0,Public,4,Moderate,Low
63,71,Low,Medium,8,No,5,Public,4,Far,High
72,96,Medium,Medium,6,Yes,5,Public,3,Near,Medium
67,97,Medium,High,6,Yes,0,Public,3,Moderate,Low
94,76,Medium,Medium,8,Yes,2,Public,2,Moderate,Low
70,96,Medium,High,4,Yes,2,Public,3,Near,Low
66,75,Low,Medium,6,Yes,0,Public,3,Near,Medium
69,89,Low,Medium,5,Yes,4,Public,2,Moderate,Low
64,79,Medium,Low,6,Yes,2,Public,2,Far,Low
63,65,Medium,Medium,7,Yes,1,Private,3,Near,Low
71,97,High,High,7,Yes,1,Public,4,Near,Medium
65,78,High,Medium,7,Yes,1,Public,3,Moderate,Medium
68,89,Low,Medium,9,Yes,1,Public,5,Far,Low
64,75,Medium,Medium,7,Yes,1,Public,3,Moderate,High
64,61,Low,Low,10,Yes,1,Public,2,Near,High
66,64,Medium,Medium,8,Yes,2,Public,5,Near,Medium
68,80,High,Medium,6,Yes,1,Public,4,Near,Medium
67,88,Medium,Medium,10,Yes,3,Public,5,Moderate,Medium
66,73,Low,High,7,Yes,1,Private,3,Moderate,Medium
68,88,Medium,Medium,10,Yes,2,Public,3,Near,Medium
66,88,Low,Medium,7,Yes,3,Public,3,Near,Medium
71,88,Medium,Medium,7,Yes,3,Public,4,Far,Medium
71,80,Medium,High,8,Yes,4,Public,4,Moderate,Medium
68,97,Medium,High,7,Yes,0,Private,4,Far,Medium
64,80,High,Low,9,Yes,3,Public,3,Near,High
67,78,Medium,Medium,10,Yes,3,Public,4,Moderate,Low
64,68,High,Medium,4,Yes,0,Private,2,Moderate,High
68,72,High,Low,8,Yes,3,Public,2,Near,High
62,62,Medium,Low,6,Yes,0,Private,3,Far,High
64,85,Medium,Low,4,Yes,0,Public,1,Near,Low
70,70,Low,High,8,Yes,3,Public,3,Moderate,Low
68,72,Medium,Medium,8,Yes,0,Public,4,Far,High
69,91,Medium,Medium,8,Yes,2,Public,3,Near,High
65,73,Low,Medium,8,Yes,3,Public,4,Moderate,Low
67,70,Medium,High,8,Yes,2,Public,3,Near,Medium
65,67,High,Medium,6,Yes,2,Public,2,Moderate,Low
71,91,High,Medium,7,Yes,0,Public,2,Moderate,Low
65,65,Medium,Low,8,Yes,2,Public,3,Moderate,Low
66,78,Medium,Medium,9,Yes,2,Public,5,Moderate,Low
65,80,High,Medium,7,Yes,0,Public,5,Near,Medium
65,87,Medium,Medium,7,Yes,2,Private,1,Near,Low
68,85,Low,Medium,7,Yes,1,Public,3,Near,High
68,92,Medium,Medium,5,Yes,2,Public,2,Moderate,Medium
67,62,High,Medium,8,Yes,0,Private,2,Near,Medium
65,72,Low,Medium,5,Yes,3,Public,3,Moderate,High
66,71,Medium,Low,8,Yes,2,Public,2,Near,Medium
63,66,Medium,Medium,7,Yes,0,Public,4,Moderate,Low
72,72,High,High,5,Yes,1,Public,5,Moderate,Medium
67,81,Medium,High,6,Yes,2,Private,2,Moderate,Medium
67,87,High,Low,6,Yes,0,Public,3,Far,Medium
66,75,Low,Medium,9,Yes,1,Public,5,Moderate,Medium
66,89,Low,Medium,7,No,1,Public,3,Moderate,Medium
69,73,High,Medium,8,Yes,2,Public,4,Far,Medium
62,72,Medium,Low,9,Yes,0,Private,4,Moderate,Medium
66,82,Low,Medium,9,Yes,2,Public,4,Near,Low
64,61,Medium,Medium,7,Yes,0,Public,3,Moderate,High
67,63,High,Medium,6,Yes,1,Public,2,Moderate,Medium
71,77,High,High,8,Yes,2,Public,1,Near,Medium
73,98,High,Medium,6,Yes,1,Public,2,Moderate,Medium
68,89,Medium,Low,10,Yes,0,Public,3,Moderate,Low
66,64,High,Low,8,Yes,2,Public,1,Far,Medium
75,94,Medium,High,7,Yes,3,Public,4,Far,Medium
72,89,Medium,High,8,Yes,1,Public,3,Near,Medium
68,84,High,Low,7,Yes,1,Private,3,Near,Medium
68,93,Medium,Medium,6,No,1,Public,3,Near,Medium
69,76,Low,High,8,Yes,1,Public,4,Near,Medium
63,69,Medium,Medium,7,Yes,1,Public,2,Moderate,Medium
70,80,Medium,High,10,Yes,0,Public,2,Near,Medium
66,82,Low,Medium,6,Yes,1,Private,3,Moderate,Low
66,82,Low,Low,8,Yes,3,Public,4,Moderate,Medium
72,83,Medium,High,6,Yes,1,Private,2,Moderate,Medium
71,98,Low,Medium,6,Yes,1,Public,3,Near,Medium
72,96,High,Medium,4,Yes,3,Private,2,Near,Medium
69,95,Medium,Medium,8,Yes,4,Private,1,Near,High
71,92,Low,High,6,Yes,2,Public,2,Near,Low
69,98,Medium,Low,9,Yes,3,Private,2,Far,Medium
68,64,High,Medium,8,Yes,1,Public,3,Moderate,Medium
61,71,Low,Low,7,Yes,2,Public,4,Near,Low
68,80,Medium,High,5,Yes,2,Private,1,Moderate,High
72,94,High,Medium,8,Yes,0,Public,3,Near,Low
70,80,Medium,Medium,6,Yes,0,Public,3,Moderate,Medium
73,90,High,Medium,5,Yes,0,Private,5,Near,High
67,66,Medium,High,8,Yes,3,Private,3,Moderate,Low
65,70,Medium,High,5,Yes,2,Private,4,Near,Medium
68,89,Medium,Medium,4,Yes,1,Private,2,Near,Medium
65,67,Low,High,9,Yes,3,Public,3,Near,High
97,74,High,Medium,6,Yes,1,Public,1,Near,Medium
66,71,High,Low,4,Yes,1,Public,3,Moderate,Low
67,74,High,High,6,Yes,2,Private,3,Near,High
70,88,High,Medium,6,Yes,2,Public,1,Moderate,Medium
